name,tot_eps,year,month,day,studio,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Historical,Horror,Josei,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,tot_watched,score,source,type
00:08`1`2014`06`08`-`N`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`2722`5.15`-`Movie
001`1`2013`02`07`-`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`1096`3.78`-`ONA
009-1`12`2006`10`06`Ishimori Entertainment`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`N`N`N`N`N`N`N`N`Y`Y`N`N`N`N`N`N`N`N`N`N`N`11437`6.37`Manga`TV
009-1: R&B`1`2007`04`25`-`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`Y`N`N`N`N`N`N`N`N`N`N`N`3077`6.42`Manga`Special
009 Re:Cyborg`1`2012`10`27`Production I.G`Y`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`N`N`N`N`N`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`8927`6.76`-`Movie
009 Re:Cyborg x Zip`10`2012`10`15`-`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`N`N`268`5.49`Manga`ONA
07-Ghost`25`2009`04`07`Studio Deen`Y`N`N`N`N`Y`N`N`Y`N`N`N`N`Y`Y`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`129793`7.40`Manga`TV
100%`1`1990`09`07`Nippon Animation`N`N`N`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`379`5.65`-`OVA
1001 Nights`1`1999`04`24`-`N`N`N`N`N`Y`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`5141`6.40`-`Movie
11eyes`12`2009`10`07`Doga Kobo`Y`N`N`N`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`Y`N`N`138989`6.48`Visual novel`TV
11eyes: Momoiro Genmutan`1`2010`06`25`Doga Kobo`N`N`N`Y`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`Y`N`N`28825`6.24`Visual novel`Special
11eyes Picture Drama`13`2010`06`25`Doga Kobo`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`2666`5.88`Visual novel`Special
1+2=Paradise`2`1990`02`23`J.C.Staff`N`N`N`Y`N`N`N`Y`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`3680`5.23`Manga`OVA
12-sai.`8`2014`04`03`SynergySP`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`Y`N`N`Y`N`N`N`N`N`N`N`N`N`N`6586`6.55`Manga`OVA
12-sai. 2nd Season`4`2015`07`03`SynergySP`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`Y`N`N`Y`N`N`N`N`N`N`N`N`N`N`1594`6.32`Manga`OVA
12-sai.: Chicchana Mune no Tokimeki`12`2016`04`04`OLM`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`Y`N`N`Y`N`N`N`N`N`N`N`N`N`N`14015`6.67`Manga`TV
12-sai.: Chicchana Mune no Tokimeki 2nd Season`12`2016`10`03`OLM`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`Y`N`N`Y`N`N`N`N`N`N`N`N`N`N`5566`6.90`Manga`TV
2005-nen Uchuu no Tabi`1`2005`12`31`-`N`N`N`N`Y`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`N`Y`N`N`N`N`N`N`Y`N`N`N`N`N`754`4.69`-`Special
